Key_,County,Precinct,Population,White Single Race,Black Single Race,Native American Single Race,Asian Pacific Islander Single Race,Other Single Race,Multi Race,Hispanic,Non Hispanic,Any Part Black,Any Part Native American,Any Part Black or Native American,,Hispanic White Single Race,Hispanic Other Single Race,PL00VA_TOT,White Single Race,REG00G_TOT,White,Black,Native American,Other,Democrat,Republican,Liberitarian,Unaffiliated,White Democrat,White Republican,WhiteLibertarian,White Unaffiliated,Black Democrat,Black Republican,Black Libertarian,Black Unaffiliated,Native American Democrat,Native American Republican,Native American Libretarian,Nnative American Unaffiliated,Other Democrat,Other Republican,Other Libretarian,Other Unaffiliated,Male,Female,18-25,26-40,41-65,66+
37.183.2477,Wake,1-Sep,3439,2095,1127,19,5,148,45,346,3093,1141,27,10,0,192,146,2555,1613,1629,1091,522,2,14,955,451,0,223,492,428,0,171,453,19,0,50,1,1,0,0,9,3,0,2,739,890,179,539,734,177
37.183.2478,Wake,2-Sep,7546,4541,2584,35,57,264,65,517,7029,2571,43,16,39,211,254,5470,3486,4194,2919,1218,4,53,2419,1242,9,524,1340,1161,8,410,1062,60,1,95,1,2,0,1,16,19,0,18,1844,2350,399,1378,1837,580
37.183.2479,Wake,1-Oct,1706,1473,190,11,6,14,12,39,1667,197,11,1,0,24,14,1314,1167,1128,1012,102,1,13,441,512,2,173,346,505,2,159,91,4,0,7,0,1,0,0,4,2,0,7,536,592,173,321,555,79
37.183.2480,Wake,2-Oct,4972,3355,1285,16,19,196,101,392,4580,1303,49,16,10,169,192,3495,2469,2582,1958,597,5,22,1297,869,2,414,788,828,2,340,495,32,0,70,3,1,0,1,11,8,0,3,1104,1478,311,941,1052,278
37.183.2481,Wake,3-Oct,3590,2516,874,14,18,127,41,217,3373,874,22,8,8,82,118,2556,1860,2120,1683,401,5,31,1087,733,1,299,723,702,1,257,349,18,0,34,2,2,0,1,13,11,0,7,938,1182,206,790,876,248
37.183.2482,Wake,4-Oct,6010,3863,1855,24,56,110,102,206,5804,1883,37,17,17,87,91,4169,2766,3379,2416,920,11,32,1701,1163,8,507,857,1130,7,422,820,24,1,75,8,1,0,2,16,8,0,8,1563,1816,317,1424,1464,174
37.183.2483,Wake,1-Nov,4621,3851,431,9,225,43,62,98,4523,435,22,9,6,43,38,4107,3474,3422,3048,291,3,80,1241,1273,11,897,973,1241,10,824,234,14,1,42,1,1,0,1,33,17,0,30,1562,1860,534,1700,967,221
37.183.2484,Wake,2-Nov,3295,2932,188,13,108,21,33,58,3237,192,20,0,4,30,16,2778,2509,2870,2681,119,4,66,1205,1071,12,582,1093,1039,12,537,87,11,0,21,1,3,0,0,24,18,0,24,1291,1579,220,1035,1069,546
37.183.2485,Wake,1-Dec,7244,6071,855,19,51,175,73,529,6715,844,29,4,24,297,169,5182,4401,4304,3882,382,6,34,1669,1879,6,750,1318,1852,6,706,333,14,0,35,4,1,0,1,14,12,0,8,2086,2218,380,1588,2079,257
37.183.2486,Wake,2-Dec,3311,2593,586,21,14,52,45,217,3094,594,39,1,5,153,51,2399,1895,2022,1735,250,6,31,815,863,2,342,581,832,2,320,222,14,0,14,3,2,0,1,9,15,0,7,906,1116,185,783,800,254
37.183.2487,Wake,3-Dec,5657,3916,1494,34,22,145,46,298,5359,1503,49,3,3,151,134,3941,2797,3182,2457,687,6,32,1417,1162,3,600,811,1116,3,527,590,30,0,67,5,1,0,0,11,15,0,6,1434,1748,266,1461,1113,342
37.183.2488,Wake,4-Dec,6780,5706,705,29,33,223,84,417,6363,712,51,3,6,167,214,4942,4232,3510,3136,329,12,33,1366,1533,1,610,1076,1495,1,564,271,22,0,36,4,4,0,4,15,12,0,6,1662,1848,364,1395,1470,281
37.183.2489,Wake,6-Dec,2906,2482,315,9,16,53,31,146,2760,318,24,0,2,90,50,2113,1848,1728,1629,85,4,10,713,733,2,280,634,724,2,269,73,4,0,8,2,2,0,0,4,3,0,3,783,945,152,605,685,286
37.183.2490,Wake,13-01,6469,2804,2536,27,178,695,229,1311,5158,2562,40,14,41,503,679,4971,2285,4082,2303,1638,7,134,2131,1046,12,893,728,946,11,618,1343,65,1,229,4,2,0,1,56,33,0,45,1737,2345,478,2214,1217,173
37.183.2491,Wake,13-02,10725,8509,1568,25,377,129,117,306,10419,1588,29,18,12,169,118,7563,6064,6839,5898,752,7,182,2279,3074,9,1477,1600,2972,9,1317,595,47,0,110,5,1,0,1,79,54,0,49,3171,3668,560,3336,2612,331
37.183.2492,Wake,13-03,6663,3145,2857,18,279,227,137,428,6235,2875,38,21,25,161,214,4505,2350,3541,2091,1349,11,90,1907,1014,4,616,732,935,3,421,1126,50,1,172,4,5,0,2,45,24,0,21,1582,1959,338,1661,1417,125
37.183.2493,Wake,14-01,954,822,103,6,9,11,3,18,936,103,8,1,0,4,11,736,635,466,431,27,3,5,214,194,0,58,187,187,0,57,24,3,0,0,1,2,0,0,2,2,0,1,225,241,40,146,221,59
37.183.2494,Wake,14-02,3754,3453,132,13,21,103,32,170,3584,138,21,1,10,49,99,2637,2427,2284,2183,74,1,26,795,1063,6,420,721,1051,6,405,67,2,0,5,0,0,0,1,7,10,0,9,1094,1190,163,838,1151,132
37.183.2495,Wake,15-01,6224,5278,673,30,16,142,85,239,5985,672,61,9,16,53,134,4433,3844,3973,3563,358,15,37,1600,1775,11,587,1267,1748,11,537,300,13,0,45,11,3,0,1,22,11,0,4,1893,2080,382,1471,1861,259
37.183.2496,Wake,15-02,8620,6932,1218,62,49,231,128,400,8220,1253,110,8,6,139,230,6017,4925,5042,4393,589,14,46,1955,2188,12,887,1439,2129,11,814,488,39,1,61,7,3,0,4,21,17,0,8,2395,2647,463,2225,2110,244
37.183.2497,Wake,16-01,5366,3553,1550,16,39,118,90,210,5156,1569,33,10,7,64,109,4041,2802,3423,2458,921,7,37,1833,1089,2,499,1013,1038,2,405,803,39,0,79,4,2,0,1,13,10,0,14,1586,1837,354,1154,1617,298
37.183.2498,Wake,16-02,4759,2385,2089,14,37,151,83,226,4533,2112,26,15,14,72,135,3517,1932,2790,1715,1039,7,29,1686,680,4,420,788,629,4,294,883,43,0,113,1,4,0,2,14,4,0,11,1191,1599,285,1071,976,458
37.183.2499,Wake,16-03,2591,1650,795,7,30,70,39,109,2482,803,20,3,8,29,70,1936,1298,1910,1396,474,9,31,1001,569,6,334,563,548,6,279,411,16,0,47,6,0,0,3,21,5,0,5,908,1002,211,779,757,163
37.183.2500,Wake,16-04,5219,3566,1494,25,35,45,54,112,5107,1499,30,7,9,59,32,3774,2688,3417,2529,840,7,41,1753,1125,12,527,1014,1079,10,426,720,30,2,88,1,2,0,4,18,14,0,9,1592,1825,335,1166,1669,247
37.183.2501,Wake,16-05,4088,3202,653,25,51,110,47,206,3882,659,30,3,4,88,106,3172,2572,2860,2450,366,8,36,1397,1014,4,445,1069,981,3,397,308,21,1,36,4,0,0,4,16,12,0,8,1306,1554,222,1016,1197,425
37.183.2502,Wake,16-06,2584,1551,666,11,39,263,54,428,2156,673,14,0,23,118,262,2069,1297,1636,1223,394,1,18,919,471,3,243,572,451,3,197,338,14,0,42,1,0,0,0,8,6,0,4,742,894,145,537,606,348
37.183.2503,Wake,16-07,4212,3316,743,21,51,33,48,75,4137,758,31,6,5,39,26,3128,2542,3080,2599,438,5,38,1491,1116,3,470,1103,1085,2,409,368,20,1,49,2,1,0,2,18,10,0,10,1455,1625,298,1040,1503,239
37.183.2504,Wake,17-01,6773,3633,2194,45,372,392,137,699,6074,2212,70,5,9,276,386,5112,2929,3556,2517,962,3,74,2025,1002,5,524,1184,930,4,399,810,49,1,102,3,0,0,0,28,23,0,23,1593,1963,310,1275,1480,491
37.183.2505,Wake,17-02,7945,5613,1699,30,103,358,142,608,7337,1710,69,5,25,186,340,5649,4133,4667,3818,774,4,71,2061,1754,7,845,1397,1692,5,724,637,34,2,101,2,1,0,1,25,27,0,19,2148,2519,426,1907,1947,387
37.183.2506,Wake,17-03,4915,3815,803,14,191,20,72,69,4846,801,19,15,9,38,18,3827,3035,3425,2879,460,7,79,1353,1409,7,656,928,1365,7,579,389,19,0,52,7,0,0,0,29,25,0,25,1603,1822,275,1703,1251,196
37.183.2507,Wake,17-04,5607,3604,1461,9,100,315,118,478,5129,1482,26,5,10,143,306,4022,2680,3034,2258,736,5,35,1458,1087,7,482,810,1043,6,399,630,31,1,74,4,0,0,1,14,13,0,8,1396,1638,305,1210,1283,236
37.183.2508,Wake,17-05,7394,4448,2100,18,440,208,180,439,6955,2146,34,15,27,172,201,5300,3349,3364,2401,880,3,80,1698,1100,0,566,922,1037,0,442,739,39,0,102,2,1,0,0,35,23,0,22,1527,1837,274,1537,1301,252
37.183.2509,Wake,17-06,3313,2489,613,24,3,149,35,224,3089,627,31,5,1,75,138,2426,1891,1821,1484,313,5,19,829,663,4,325,556,640,4,284,260,18,0,35,2,1,0,2,11,4,0,4,850,971,218,684,785,134
37.183.2510,Wake,17-07,6769,2166,4023,36,92,310,142,541,6228,4076,45,17,25,183,304,4569,1639,3586,1463,2038,4,81,2304,724,4,554,510,632,4,317,1740,78,0,220,3,0,0,1,51,14,0,16,1592,1994,301,1794,1366,125
37.183.2511,Wake,18-01,4469,2758,1305,9,259,68,70,174,4295,1312,23,9,8,96,62,3644,2474,2951,2127,728,4,92,1434,835,11,671,783,776,10,558,613,34,1,80,1,2,0,1,37,23,0,32,1398,1553,699,1304,791,157
37.183.2512,Wake,18-02,7174,6540,360,23,93,68,90,139,7035,371,50,12,4,57,67,5128,4711,4926,4654,199,4,69,1730,2178,7,1011,1540,2142,7,965,163,14,0,22,2,1,0,1,25,21,0,23,2410,2516,408,1725,2547,246
37.183.2513,Wake,18-03,2867,2494,64,3,264,8,34,53,2814,68,7,0,4,34,8,2090,1836,2194,2013,54,0,127,665,1023,7,499,578,984,7,444,43,2,0,9,0,0,0,0,44,37,0,46,1075,1119,221,528,1276,169
37.183.2514,Wake,18-04,4924,4435,240,11,56,104,78,174,4750,248,20,3,0,56,101,3625,3295,3178,3007,121,6,44,1173,1372,5,628,1060,1349,5,593,92,10,0,19,5,1,0,0,16,12,0,16,1547,1631,321,975,1668,214
37.183.2515,Wake,18-05,5521,5109,87,10,251,18,46,71,5450,93,18,2,6,38,17,3498,3240,3545,3377,65,7,96,999,1713,5,828,932,1671,5,769,49,7,0,9,2,3,0,2,16,32,0,48,1706,1839,273,1048,2063,161
37.183.2516,Wake,18-06,3336,2664,359,10,205,38,60,88,3248,369,19,4,4,45,33,2832,2301,2544,2182,298,4,60,1017,857,6,664,736,821,6,619,254,17,0,27,2,1,0,1,25,18,0,17,1234,1310,486,1279,662,117
37.183.2517,Wake,18-08,3465,2875,150,6,353,25,56,75,3390,155,17,7,4,43,16,2417,2015,2327,2125,107,2,93,753,1022,4,548,636,995,4,490,84,4,0,19,2,0,0,0,31,23,0,39,1135,1192,206,809,1169,143
37.183.2518,Wake,19-01,5754,4708,851,26,23,107,39,177,5577,861,42,3,1,62,104,4097,3368,3334,2871,444,1,18,1482,1308,4,540,1083,1280,4,504,392,22,0,30,0,0,0,1,7,6,0,5,1550,1784,272,1237,1496,329
37.183.2519,Wake,19-02,5301,4606,501,10,57,58,69,172,5129,515,25,4,3,94,57,3783,3328,3182,2930,192,5,55,1197,1332,4,649,1015,1301,3,611,164,9,0,19,2,1,1,1,16,21,0,18,1467,1715,243,1403,1209,327
37.183.2520,Wake,19-03,3261,2836,266,10,60,24,65,53,3208,278,26,3,0,20,18,2372,2099,2402,2263,101,5,33,666,1271,4,461,578,1242,4,439,80,9,0,12,0,3,0,2,8,17,0,8,1154,1248,270,1182,807,143
37.183.2521,Wake,19-04,3482,3044,350,6,37,23,22,65,3417,348,11,2,6,36,22,2320,2038,1985,1799,162,1,23,704,896,2,383,554,879,2,364,145,5,0,12,0,0,0,1,5,12,0,6,928,1057,149,715,1026,95
37.183.2522,Wake,19-05,3025,2775,110,9,63,34,34,78,2947,119,18,0,3,36,30,2095,1953,2196,2118,41,2,35,561,1260,3,372,521,1239,3,355,30,3,0,8,2,0,0,0,8,18,0,9,1103,1093,206,870,1023,97
37.183.2523,Wake,19-06,1229,1133,43,1,37,7,8,14,1215,44,7,1,0,7,7,860,790,1155,1069,53,3,30,299,608,2,246,245,596,2,226,44,1,0,8,0,2,0,1,10,9,0,11,584,571,62,542,513,38
37.183.2524,Wake,19-07,2612,1380,1106,3,56,22,45,49,2563,1115,6,2,9,20,17,1798,1006,1466,871,568,1,26,728,565,3,170,211,531,3,126,505,22,0,41,0,0,0,1,12,12,0,2,676,790,222,636,456,152
37.183.2525,Wake,19-08,5181,3766,1143,11,110,56,95,117,5064,1157,19,9,13,43,54,3617,2714,3001,2352,598,6,45,1286,1176,5,534,761,1141,5,445,508,20,0,70,3,2,0,1,14,13,0,18,1429,1572,220,1509,1129,143
37.183.2526,Wake,20-01,6825,5344,916,28,250,176,111,359,6466,910,67,5,20,123,174,5024,3935,4037,3422,496,7,112,1565,1572,11,889,1088,1522,11,801,433,16,0,47,3,1,0,3,41,33,0,38,1889,2148,405,1958,1411,263
37.183.2527,Wake,20-02,3563,3081,222,16,148,38,58,96,3467,227,25,5,5,56,32,2582,2263,2233,2073,92,2,66,737,969,5,522,641,940,5,487,73,7,0,12,0,1,0,1,23,21,0,22,1088,1145,184,966,959,124
37.183.2528,Wake,20-03,6512,5944,243,12,196,44,73,129,6383,256,18,5,8,79,33,4342,3965,4221,3992,149,4,76,1322,1869,5,1025,1179,1836,5,972,118,8,0,23,2,0,0,2,23,25,0,28,2037,2184,398,1624,2017,182
37.183.2529,Wake,20-04,3611,2942,148,6,429,29,57,98,3513,150,7,1,9,57,24,2373,1933,2004,1816,83,1,104,531,917,4,552,421,884,4,507,65,5,0,13,1,0,0,0,44,28,0,32,979,1025,119,1204,635,46
37.183.2530,Wake,20-05,3818,3359,169,2,223,12,53,47,3771,171,7,4,0,33,12,2631,2315,2469,2264,121,2,82,667,1167,3,632,537,1138,3,586,102,5,0,14,1,0,0,1,27,24,0,31,1175,1294,183,902,1259,125
37.183.2531,Wake,20-06,9748,7995,993,29,453,94,184,339,9409,1030,47,14,22,200,83,6736,5548,5655,4963,546,3,143,1908,2381,9,1357,1371,2322,9,1261,491,13,0,42,2,0,0,1,44,46,0,53,2657,2998,364,3074,1916,301
37.183.2532,Wake,20-10,4633,3860,179,4,504,21,65,106,4527,187,8,0,3,85,11,2800,2318,2473,2251,93,2,127,604,1172,3,694,515,1124,3,609,56,12,0,25,0,1,0,1,33,35,0,59,1214,1259,173,1179,1074,47
37.185.2533,Warren,RIVER,1256,819,414,9,5,2,7,12,1244,411,10,2,6,3,2,1025,700,793,558,233,1,1,539,151,0,103,316,146,0,96,223,5,0,5,0,0,0,1,0,0,0,1,371,422,48,127,363,255
37.185.2534,Warren,SIX POUND,931,640,265,6,2,7,11,13,918,263,12,0,4,1,7,773,551,730,501,226,2,1,496,135,0,99,288,128,0,85,207,6,0,13,0,1,0,1,1,0,0,0,340,390,51,155,358,166
37.185.2535,Warren,HAWTREE,1931,782,1098,22,4,12,13,27,1904,1096,23,6,6,10,11,1620,647,891,427,455,0,9,789,72,0,30,345,64,0,18,437,6,0,12,0,0,0,0,7,2,0,0,364,527,70,225,360,236
37.185.2536,Warren,SMITH CREEK,1080,421,640,0,2,7,10,13,1067,646,1,0,3,3,7,768,325,431,189,242,0,0,387,29,0,15,158,24,0,7,229,5,0,8,0,0,0,0,0,0,0,0,192,239,35,90,190,116
37.185.2537,Warren,NUTBUSH,1582,333,1204,8,1,34,2,51,1531,1188,9,0,16,2,33,1173,270,1259,239,1015,2,3,1143,61,1,54,176,40,0,23,964,21,1,29,1,0,0,1,2,0,0,1,568,691,106,377,502,274
37.185.2538,Warren,SANDY CREEK,1670,539,1085,9,3,27,7,36,1634,1084,12,2,3,3,27,1197,414,956,286,668,0,2,844,61,0,51,198,53,0,35,644,8,0,16,0,0,0,0,2,0,0,0,426,530,65,286,374,231
37.185.2539,Warren,SHOCCO,1270,391,839,7,2,15,16,25,1245,837,13,5,6,2,15,908,302,644,147,495,2,0,587,28,0,29,115,16,0,16,470,12,0,13,2,0,0,0,0,0,0,0,278,366,71,172,285,116
37.185.2540,Warren,FISHING CREEK,1692,138,661,827,2,15,49,32,1660,659,837,36,5,0,12,1234,106,961,112,397,26,426,895,32,1,33,90,12,1,9,372,10,0,15,21,1,0,4,412,9,0,5,433,528,88,282,408,183
37.185.2541,Warren,JUDKINS,848,382,449,7,1,3,6,10,838,446,9,0,7,0,3,613,281,553,220,328,1,4,487,31,0,35,171,28,0,21,311,3,0,14,1,0,0,0,4,0,0,0,250,303,34,130,242,147
37.185.2542,Warren,WEST WARRETON,2728,831,1843,16,7,3,28,8,2720,1848,18,15,4,1,3,2085,696,1680,523,1144,1,12,1504,98,0,78,410,67,0,46,1085,29,0,30,1,0,0,0,8,2,0,2,705,975,146,474,644,416
37.185.2543,Warren,FORK,526,140,359,22,0,4,1,7,519,357,22,0,3,0,4,386,103,366,83,278,3,2,329,22,0,15,63,14,0,6,262,8,0,8,3,0,0,0,1,0,0,1,156,210,36,94,153,83
37.185.2544,Warren,ROANOKE,1031,894,117,9,2,3,6,9,1022,118,10,3,0,8,1,919,811,790,698,88,0,4,375,236,0,179,289,232,0,177,84,3,0,1,0,0,0,0,2,1,0,1,383,407,34,100,390,266
37.185.2545,Warren,NORLINA,1107,635,459,1,0,8,4,15,1092,461,3,0,0,8,7,837,514,1086,590,489,1,6,917,111,0,58,451,95,0,44,461,14,0,14,1,0,0,0,4,2,0,0,452,634,121,306,404,255
37.185.2546,Warren,EAST WARRENTON,2320,824,1449,14,0,17,16,59,2261,1442,18,7,10,32,17,1733,677,1423,583,818,4,18,1231,109,1,82,449,88,1,45,761,20,0,37,4,0,0,0,17,1,0,0,620,803,146,366,533,378
37.187.2547,Washington,LEES MILL,3064,1196,1790,0,7,45,26,67,2997,1796,6,3,5,21,39,2286,949,1755,747,1005,0,3,1479,171,0,105,532,141,0,74,944,30,0,31,0,0,0,0,3,0,0,0,769,986,169,406,848,332
37.187.2548,Washington,PLYMOUTH 1,2065,785,1253,1,10,3,13,16,2049,1251,4,1,3,10,3,1455,632,1453,673,775,0,5,1159,174,1,119,461,153,1,58,695,19,0,61,0,0,0,0,3,2,0,0,615,838,134,374,672,273
37.187.2549,Washington,PLYMOUTH 2,1881,560,1209,0,14,84,14,97,1784,1213,0,3,5,8,82,1323,468,1215,447,758,1,9,961,101,1,152,316,77,0,54,637,24,1,96,1,0,0,0,7,0,0,2,492,723,134,354,462,265
37.187.2550,Washington,PLYMOUTH 3,3509,2096,1378,0,12,11,12,35,3474,1382,3,1,0,25,9,2638,1705,2179,1462,712,1,4,1594,398,3,184,965,370,3,124,624,28,0,60,1,0,0,0,4,0,0,0,944,1235,252,565,1027,335
37.187.2551,Washington,SCUPPERNONG,1885,1212,557,5,6,79,26,90,1795,559,9,7,6,7,77,1444,958,1075,782,285,2,6,840,154,1,80,564,148,0,70,269,5,1,10,2,0,0,0,5,1,0,0,482,593,126,262,456,231
37.187.2552,Washington,SKINNERSVILLE,1319,777,529,1,1,6,5,6,1313,533,1,0,0,0,6,1010,619,813,457,352,2,2,616,138,1,58,283,128,0,46,330,9,1,12,2,0,0,0,1,1,0,0,352,461,76,205,348,184
37.189.2553,Watauga,Bald Mtn,485,477,2,1,3,1,1,1,484,2,2,0,0,0,1,383,376,265,262,1,0,2,86,108,1,70,84,108,1,69,1,0,0,0,0,0,0,0,1,0,0,1,118,147,31,91,114,29
37.189.2554,Watauga,Beaverdam,1283,1271,3,0,1,3,5,11,1272,6,1,1,0,11,0,980,973,783,779,0,1,3,349,333,1,100,348,331,1,99,0,0,0,0,1,0,0,0,0,2,0,1,397,386,76,216,361,130
37.189.2555,Watauga,Blowing Rock,2858,2801,14,10,10,3,20,16,2842,19,20,0,0,14,1,2377,2333,1747,1732,3,1,11,631,728,4,384,625,723,4,380,3,0,0,0,0,0,0,1,3,5,0,3,823,924,179,445,811,312
37.189.2556,Watauga,Blue Ridge,3628,3538,24,11,29,3,23,27,3601,32,19,0,0,21,3,2954,2887,2460,2431,17,2,10,757,1060,7,636,741,1056,6,628,13,1,0,3,0,0,1,1,3,3,0,4,1216,1244,311,701,1146,302
37.189.2557,Watauga,Boone1,1694,1531,117,5,19,8,14,20,1674,123,10,0,0,12,8,1534,1399,1537,1413,111,3,10,692,395,8,442,603,378,8,424,83,13,0,15,1,1,0,1,5,3,0,2,761,776,425,552,392,168
37.189.2558,Watauga,Boone2,6059,5701,232,11,64,26,25,93,5966,235,18,0,4,64,22,6001,5648,2753,2629,101,1,22,912,977,12,852,820,962,12,835,83,3,0,15,0,1,0,0,9,11,0,2,1174,1579,1400,1173,110,70
37.189.2559,Watauga,Brushy Fork,3205,3095,66,4,13,5,22,50,3155,71,13,0,0,40,5,2679,2599,2083,2050,15,0,18,832,762,9,480,814,753,9,474,9,3,0,3,0,0,0,0,9,6,0,3,1040,1043,483,646,719,235
37.189.2560,Watauga,Cove Creek,2935,2915,0,3,3,0,14,22,2913,0,13,1,0,19,0,2273,2255,1611,1598,5,0,8,562,764,6,279,556,761,6,275,4,0,0,1,0,0,0,0,2,3,0,3,761,850,194,513,656,248
37.189.2561,Watauga,Elk,462,447,2,3,2,2,6,3,459,2,6,0,0,2,1,370,361,233,233,0,0,0,81,108,1,43,81,108,1,43,0,0,0,0,0,0,0,0,0,0,0,0,117,116,23,65,102,43
37.189.2562,Watauga,Laurel Creek,1459,1435,4,2,0,13,5,22,1437,5,5,0,0,9,13,1136,1122,753,752,1,0,0,285,318,0,150,284,318,0,150,1,0,0,0,0,0,0,0,0,0,0,0,373,380,93,218,316,126
37.189.2563,Watauga,Meat Camp,2673,2627,11,6,3,9,17,43,2630,13,17,0,0,38,5,2046,2013,1651,1642,3,2,4,643,680,5,323,636,680,5,321,2,0,0,1,2,0,0,0,3,0,0,1,801,850,224,510,713,204
37.189.2564,Watauga,Boone3,937,868,24,4,29,4,8,30,907,24,9,0,1,24,4,857,800,2690,2503,157,3,27,894,929,10,857,762,921,10,810,116,3,0,38,1,0,0,2,15,5,0,7,1301,1389,1368,1076,171,75
37.189.2565,Watauga,New River 1,2471,2365,51,14,21,12,8,38,2433,53,16,0,1,21,9,2150,2072,1868,1827,28,3,10,713,708,3,444,685,702,3,437,21,3,0,4,0,2,0,1,7,1,0,2,957,911,438,803,466,161
37.189.2566,Watauga,New River 2,2200,2104,18,3,21,40,14,89,2111,18,11,0,0,53,35,1796,1725,1769,1749,12,1,7,644,700,5,420,630,695,5,419,11,0,0,1,1,0,0,0,2,5,0,0,889,880,324,642,609,194
37.189.2567,Watauga,New River 3,4177,3989,76,14,34,26,38,81,4096,90,30,0,2,60,11,3352,3225,2793,2738,36,4,15,1023,1127,11,632,983,1120,11,624,31,3,0,2,2,1,0,1,7,3,0,5,1309,1484,608,969,888,328
37.189.2568,Watauga,North Fork,222,221,0,1,0,0,0,2,220,0,1,0,0,2,0,166,165,149,149,0,0,0,31,95,1,22,31,95,1,22,0,0,0,0,0,0,0,0,0,0,0,0,79,70,20,48,63,18
37.189.2569,Watauga,Shawneehaw,675,664,0,0,1,6,4,11,664,2,2,0,0,6,5,520,514,398,395,0,0,3,148,188,0,62,147,186,0,62,0,0,0,0,0,0,0,0,1,2,0,0,189,209,40,112,191,55
37.189.2570,Watauga,Stony Fork,2061,1999,18,8,9,16,11,31,2030,21,14,0,0,25,6,1580,1536,1024,1015,4,0,5,302,539,1,182,296,539,1,179,3,0,0,1,0,0,0,0,3,0,0,2,485,539,133,374,394,123
37.189.2571,Watauga,Watauga,2914,2844,18,8,5,17,22,29,2885,20,19,0,0,13,14,2326,2274,1710,1695,8,3,4,551,761,15,383,542,758,15,380,7,1,0,0,1,0,0,2,1,2,0,1,798,912,209,543,738,220
37.189.2572,Watauga,Beech Mtn,297,289,0,0,0,0,8,3,294,0,2,0,0,3,0,259,251,228,227,1,0,0,68,106,0,54,68,106,0,53,0,0,0,1,0,0,0,0,0,0,0,0,121,107,19,69,101,39
37.191.2573,Wayne,Precinct 1,3564,2490,944,20,14,79,17,90,3474,944,23,4,2,10,77,2647,1902,2014,1441,561,2,10,1234,596,0,184,714,582,0,145,515,10,0,36,2,0,0,0,3,4,0,3,879,1135,180,561,894,379
37.191.2574,Wayne,Precinct 2,4224,3283,807,16,13,78,27,144,4080,818,19,0,3,65,74,3043,2416,2045,1706,328,4,7,1024,831,4,186,735,808,4,159,288,18,0,22,0,3,0,1,1,2,0,4,930,1115,198,691,876,280
37.191.2575,Wayne,Precinct 3,3776,3269,333,14,18,103,39,189,3587,338,19,0,3,65,99,2758,2438,2026,1901,96,4,25,913,853,3,257,825,830,3,243,78,6,0,12,1,3,0,0,9,14,0,2,930,1096,250,652,887,237
37.191.2576,Wayne,Precinct 4,4438,3749,571,9,48,23,38,88,4350,570,15,3,4,52,17,3234,2761,2310,2046,242,5,17,1035,999,4,272,817,976,4,249,212,8,0,22,3,2,0,0,3,13,0,1,1088,1222,224,829,976,281
37.191.2577,Wayne,Precinct 5,3738,3343,289,8,43,26,29,60,3678,290,13,5,2,33,23,2753,2480,2288,2092,161,4,31,913,1085,0,290,768,1064,0,260,136,9,0,16,2,0,0,2,7,12,0,12,1100,1188,194,729,1108,257
37.191.2578,Wayne,Precinct 6,3421,2329,971,8,46,26,41,57,3364,989,14,3,2,27,25,2597,1830,2067,1574,474,2,17,1077,763,2,225,643,745,1,185,425,12,1,36,1,1,0,0,8,5,0,4,939,1128,211,572,1003,281
37.191.2579,Wayne,Precinct 7,4991,3778,1031,11,49,76,46,106,4885,1046,17,6,2,33,69,3546,2749,2472,2044,398,4,26,1135,1026,5,306,785,990,5,264,340,21,0,37,1,2,0,1,9,13,0,4,1148,1324,255,847,1137,233
37.191.2580,Wayne,Precinct 8,3931,3494,362,18,22,17,18,100,3831,352,30,0,13,75,11,2909,2612,1793,1639,134,2,18,778,767,5,243,668,752,5,214,105,8,0,21,0,2,0,0,5,5,0,8,819,974,210,553,855,175
37.191.2581,Wayne,Precinct 9,5042,3341,1501,41,33,88,38,141,4901,1509,52,7,2,41,87,4115,2638,1886,1674,197,1,14,892,781,0,213,722,758,0,194,168,12,0,17,1,0,0,0,1,11,0,2,872,1014,197,598,818,273
37.191.2582,Wayne,Precinct 10,3039,738,2229,4,13,9,46,30,3009,2237,10,14,12,8,8,2158,623,1826,573,1236,1,16,1320,323,0,183,246,261,0,66,1069,53,0,114,0,1,0,0,5,8,0,3,724,1102,205,496,765,360
37.191.2583,Wayne,Precinct 11,3140,1565,1439,3,50,32,51,61,3079,1448,23,9,3,27,30,2432,1364,1695,1039,626,2,28,1006,496,1,192,458,465,1,115,539,25,0,62,1,0,0,1,8,6,0,14,702,993,179,454,689,373
37.191.2584,Wayne,Precinct 12,3797,2381,1126,12,158,54,66,108,3689,1131,15,5,20,31,47,2896,1902,2286,1642,601,3,40,1113,840,3,330,589,801,2,250,515,26,1,59,1,1,0,1,8,12,0,20,1039,1247,203,624,1108,351
37.191.2585,Wayne,Precinct 13,3219,1506,1439,12,61,140,61,239,2980,1443,19,13,7,75,137,2269,1074,1725,883,803,3,36,990,492,1,242,278,446,1,158,695,31,0,77,2,1,0,0,15,14,0,7,746,979,189,567,786,183
37.191.2586,Wayne,Precinct 14,3167,2729,296,5,42,56,39,147,3020,297,11,4,6,71,56,2398,2096,2286,2085,169,0,32,953,1046,3,284,805,1022,3,255,141,9,0,19,0,0,0,0,7,15,0,10,1087,1199,200,520,1244,322
37.191.2587,Wayne,Precinct 15,4851,3416,587,14,37,729,68,927,3924,591,27,7,0,161,723,3577,2606,2132,1877,217,3,35,1003,862,5,262,802,829,5,241,184,16,0,17,2,1,0,0,15,16,0,4,966,1166,260,656,946,270
