"Key_","County","Precinct","PL00AA_TOT","PL00AA_W_SR","PL00AA_B_SR","PL00AA_NA_SR","PL00AA_API_SR","PL00AA_O_SR","PL00AA_MR","PL00AA_HISP","PL00AA_NONHISP","PL00AA_AP_B","PL00AA_AP_NA","PL00AA_AP_BNA","PL00AA_H_AP_B","PL00AA_HW_SR","PL00AA_HO_SR","PL00VA_TOT","PL00VA_W_SR","PL00VA_B_SR","PL00VA_NA_SR","PL00VA_API_SR","PL00VA_O_SR","PL00VA_MR","PL00VA_HISP","PL00VA_NONHISP","PL00VA_AP_B","PL00VA_AP_NA","PL00VA_AP_BNA","PL00VA_H_AP_B","PL00VA_HW_SR","PL00VA_HO_SR","REG00G_TOT","REG00G_W","REG00G_B","REG00G_NA","REG00G_O","REG00G_D","REG00G_R","REG00G_L","REG00G_U","REG00G_WD","REG00G_WR","REG00G_WL","REG00G_WU","REG00G_BD","REG00G_BR","REG00G_BL","REG00G_BU","REG00G_NAD","REG00G_NAR","REG00G_NAL","REG00G_NAU","REG00G_OD","REG00G_OR","REG00G_OL","REG00G_OU","REG00G_M","REG00G_F","REG00G_1825","REG00G_2640","REG00G_4165","REG00G_66UP","EL98G_USS_D","EL98G_USS_R","EL98G_USS_L","EL00P_SA_D_RC","EL00P_SA_D_PC","EL00P_GOV_D_ME","EL00P_GOV_D_DW","EL00P_GOV_D_O","EL00P_GOV_R_LD","EL00P_GOV_R_AM","EL00P_GOV_R_CN","EL00P_GOV_R_RV","EL00G_GOV_D","EL00G_GOV_R","EL00G_GOV_O","EL00G_CJ_D","EL00G_CJ_R","EL00G_SA_D","EL00G_SA_R","EL00G_USH_D","EL00G_USH_R","EL00G_USH_O","EL00G_NCH_D","EL00G_NCH_R","EL00G_NCH_T","EL00G_NCS_D","EL00G_NCS_R","EL00G_NCS_T"
"37.055.0648","Dare","COLINGTON",3414,3309,17,10,15,20,43,71,3343,25,32,3,0,52,17,2597,2531,13,10,13,10,20,42,2555,13,24,1,0,32,10,1993,1972,1,2,18,774,683,4,532,766,676,4,526,1,0,0,0,1,1,0,0,6,6,0,6,928,1065,125,554,1009,305,383,401,27,79,119,153,57,27,64,18,28,48,674,477,37,504,617,496,599,526,632,26,530,661,0,873,321,0
"37.055.0649","Dare","HATTERAS",634,630,0,0,0,0,4,2,632,1,3,0,0,2,0,505,502,0,0,0,0,3,1,504,0,3,0,0,1,0,474,473,0,0,1,274,141,2,57,273,141,2,57,0,0,0,0,0,0,0,0,1,0,0,0,235,239,41,118,226,89,106,101,5,26,36,52,29,3,11,8,12,11,177,96,6,120,135,117,126,103,172,3,140,135,0,228,57,0
"37.055.0650","Dare","KILL DEVIL HILLS",5897,5685,36,10,42,62,62,174,5723,49,33,0,0,108,60,4664,4516,28,10,36,35,39,115,4549,30,31,0,0,77,33,3774,3726,11,4,33,1511,1199,10,1054,1489,1189,10,1038,6,2,0,3,2,2,0,0,14,6,0,13,1823,1951,273,1430,1598,473,614,584,52,139,240,312,107,36,48,28,67,35,1204,675,57,871,943,876,900,913,945,39,918,985,0,1460,469,0
"37.055.0651","Dare","MANTEO",4145,3398,556,20,8,78,85,165,3980,577,49,9,4,69,73,3101,2574,405,13,6,54,49,120,2981,402,35,8,4,46,54,2617,2321,279,3,14,1627,547,2,441,1365,537,2,417,252,7,0,20,1,0,0,2,9,3,0,2,1207,1410,212,687,1306,412,750,553,42,278,289,509,175,45,42,11,35,40,928,420,46,726,579,759,500,737,619,24,834,557,0,1206,208,0
"37.055.0652","Dare","WANCHESE",1527,1498,5,9,2,7,6,28,1499,5,13,1,0,21,6,1169,1147,3,6,2,5,6,20,1149,3,10,1,0,15,4,932,928,1,0,3,500,314,0,118,499,311,0,118,0,1,0,0,0,0,0,0,1,2,0,0,431,501,61,293,426,152,197,266,5,67,49,131,33,15,29,4,19,11,277,259,15,181,321,199,281,176,378,6,253,288,0,444,127,0
"37.055.0653","Dare","AVON",792,778,1,2,8,0,3,4,788,1,3,1,0,4,0,662,649,1,2,7,0,3,4,658,1,3,1,0,4,0,608,601,1,0,6,228,273,0,107,226,271,0,104,0,0,0,1,0,0,0,0,2,2,0,2,315,293,60,154,281,113,123,153,11,19,28,36,21,3,12,3,10,41,168,190,10,136,214,139,202,107,248,8,143,220,0,258,115,0
"37.055.0654","Dare","DUCK",448,436,5,4,1,1,1,8,440,5,4,0,0,6,1,403,395,3,2,1,1,1,4,399,3,2,0,0,2,1,363,360,3,0,0,129,132,1,101,127,132,1,100,2,0,0,1,0,0,0,0,0,0,0,0,174,189,21,61,202,79,95,69,2,16,24,31,14,7,16,3,7,12,117,108,3,94,116,90,119,96,123,3,93,134,0,159,67,0
"37.055.0655","Dare","STUMPY POINT",198,198,0,0,0,0,0,0,198,0,0,0,0,0,0,163,163,0,0,0,0,0,0,163,0,0,0,0,0,0,137,137,0,0,0,95,26,0,16,95,26,0,16,0,0,0,0,0,0,0,0,0,0,0,0,66,71,9,27,69,32,44,33,0,16,13,33,7,2,3,0,0,1,55,36,1,40,33,40,26,35,53,2,63,24,0,77,17,0
"37.055.0656","Dare","CHICAMACOMICO",567,535,2,2,16,0,12,0,567,4,11,0,0,0,0,475,459,2,2,6,0,6,0,475,2,7,0,0,0,0,495,491,3,1,0,280,120,1,94,279,119,1,92,1,1,0,1,0,0,0,1,0,0,0,0,247,248,31,128,252,84,148,58,3,30,36,53,24,7,5,6,4,6,185,69,3,158,90,159,86,151,103,2,181,75,0,204,52,0
"37.055.0657","Dare","SOUTHERN SHORES",2592,2549,3,5,7,17,11,35,2557,3,10,0,0,20,14,2089,2064,2,4,4,8,7,18,2071,2,7,0,0,11,7,2112,2101,3,0,8,746,873,2,491,743,871,2,485,1,0,0,2,0,0,0,0,2,2,0,4,1032,1080,99,332,1089,592,425,647,18,96,136,193,110,23,112,19,57,67,627,760,24,473,860,478,827,509,883,15,501,899,0,987,423,0
"37.055.0658","Dare","MANTEO",1052,908,106,6,1,15,16,27,1025,110,13,1,0,9,15,844,747,70,5,1,13,8,23,821,71,9,1,0,9,13,711,632,75,0,4,443,149,0,119,372,146,0,114,68,2,0,5,0,0,0,0,3,1,0,0,328,383,58,187,354,112,204,150,12,76,79,139,47,12,12,3,9,11,253,114,12,198,157,206,136,200,169,6,227,151,0,328,56,0
"37.055.0659","Dare","Voting Districts not defined",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37.057.0660","Davidson","ABBOTTS CREEK",4106,3740,204,26,33,41,62,91,4015,213,46,11,0,36,34,3144,2878,154,20,25,26,41,68,3076,156,36,8,0,24,25,2521,2402,114,4,1,699,1452,2,368,607,1444,2,349,90,5,0,19,2,2,0,0,0,1,0,0,1118,1403,262,824,1139,296,295,724,11,42,46,61,42,3,157,6,23,107,456,914,23,386,972,349,961,323,986,34,0,1031,178,0,1144,0
"37.057.0661","Davidson","ARCADIA",5119,4869,153,22,20,17,38,79,5040,157,32,4,2,56,16,3754,3588,106,15,17,7,21,42,3712,106,21,2,1,33,6,3242,3134,103,5,0,901,1840,3,498,815,1830,3,486,85,9,0,9,1,1,0,3,0,0,0,0,1455,1787,263,1100,1583,296,458,1022,19,51,51,55,50,7,106,4,61,108,578,1246,43,481,1336,453,1309,439,1321,48,0,1560,0,0,1498,150
"37.057.0662","Davidson","BOONE",4483,4296,108,12,19,13,35,57,4426,113,32,2,0,43,13,3342,3204,87,8,18,8,17,30,3312,87,20,1,0,21,8,2017,1951,62,3,1,827,890,3,297,773,882,3,293,53,6,0,3,0,2,0,1,1,0,0,0,824,1193,221,743,860,193,496,505,30,57,62,82,42,8,41,5,22,60,557,622,27,453,724,471,674,466,673,40,534,639,20,539,623,26
"37.057.0663","Davidson","CENTRAL",1368,1271,52,12,8,19,6,23,1345,54,15,0,1,4,17,1099,1031,36,6,6,15,5,19,1080,37,9,0,1,3,15,987,954,32,1,0,458,406,0,123,435,399,0,120,23,6,0,3,0,1,0,0,0,0,0,0,459,528,105,301,454,127,358,244,18,57,36,62,38,7,27,2,12,37,353,288,9,316,311,316,283,0,495,27,349,277,10,363,258,12
"37.057.0664","Davidson","COTTON GROVE",3477,3065,236,24,87,26,39,81,3396,243,43,0,0,38,26,2662,2389,165,16,58,15,19,46,2616,168,28,0,0,24,15,1991,1810,174,5,2,932,804,3,252,772,795,3,240,157,9,0,8,2,0,0,3,1,0,0,1,844,1147,197,670,958,166,818,556,33,102,55,91,71,10,41,1,17,55,606,489,22,525,539,532,513,0,772,71,581,489,27,599,462,30
"37.057.0665","Davidson","DENTON",1446,1418,9,0,5,5,9,29,1417,9,5,0,0,18,5,1072,1060,2,0,4,2,4,18,1054,2,3,0,0,13,2,866,865,0,1,0,255,459,0,152,254,459,0,152,0,0,0,0,1,0,0,0,0,0,0,0,369,497,77,313,357,119,226,201,11,23,20,23,30,0,23,2,16,54,194,281,11,162,311,149,304,0,397,23,0,347,78,0,410,25
"37.057.0666","Davidson","EMMONS",2658,2628,0,8,6,4,12,34,2624,1,16,1,0,32,2,2001,1976,0,7,6,2,10,25,1976,1,13,1,0,23,2,1120,1119,0,1,0,324,643,2,151,324,642,2,151,0,0,0,0,0,1,0,0,0,0,0,0,465,655,118,365,515,122,259,397,18,34,30,40,18,7,41,0,22,64,277,473,7,230,498,222,492,0,635,22,0,605,80,0,649,51
"37.057.0667","Davidson","GUMTREE",4331,4230,58,9,5,7,22,48,4283,59,15,0,8,30,7,3235,3171,40,8,5,4,7,28,3207,38,10,0,5,17,4,2452,2423,24,5,0,673,1409,5,365,651,1407,5,360,21,1,0,2,1,1,0,3,0,0,0,0,1118,1334,224,850,1136,242,305,731,26,36,47,53,31,2,126,5,39,64,443,989,34,333,1103,338,1071,297,1083,45,0,1217,0,0,1129,165
"37.057.0668","Davidson","HEALING SPRINGS",2492,2441,15,14,1,6,15,17,2475,10,26,0,5,6,6,1933,1898,10,10,1,2,12,10,1923,7,21,0,3,5,2,1080,1077,1,2,0,347,564,1,168,344,564,1,168,1,0,0,0,2,0,0,0,0,0,0,0,455,625,97,362,521,100,209,312,20,19,34,29,27,4,39,0,18,46,242,414,18,191,453,172,446,0,579,30,0,525,79,0,579,42
"37.057.0669","Davidson","HOLLY GROVE",3666,3597,24,10,3,9,23,22,3644,26,22,4,0,11,9,2780,2738,12,7,2,5,16,12,2768,12,17,2,0,5,5,1829,1819,7,2,1,681,886,1,261,673,885,1,260,6,0,0,1,1,1,0,0,1,0,0,0,773,1056,171,649,837,172,484,585,19,69,56,80,60,6,71,3,16,44,507,601,19,431,654,428,632,0,886,50,0,780,121,0,820,103
"37.057.0670","Davidson","LEXINGTON 1",1957,1719,162,6,7,36,27,56,1901,169,13,0,4,18,29,1524,1373,98,5,6,25,17,39,1485,102,11,0,0,13,22,912,884,25,3,0,356,413,0,143,330,411,0,143,25,0,0,0,1,2,0,0,0,0,0,0,420,492,105,302,369,136,208,270,17,30,20,29,20,4,56,4,12,35,206,247,7,177,274,174,248,0,349,38,210,231,8,203,241,10
"37.057.0671","Davidson","LEXINGTON 2",2196,1966,57,16,94,32,31,65,2131,60,22,0,0,37,26,1663,1511,41,8,65,15,23,39,1624,41,14,0,0,23,14,1147,1131,15,1,0,446,539,1,161,433,538,1,159,13,1,0,1,0,0,0,1,0,0,0,0,511,636,114,361,539,133,288,305,22,51,30,38,45,3,42,4,19,25,299,341,8,256,377,254,355,0,492,32,289,339,15,295,330,11
"37.057.0672","Davidson","LEXINGTON 3",929,882,13,1,19,4,10,11,918,13,2,0,0,7,3,741,713,8,1,10,3,6,8,733,8,2,0,0,4,3,556,555,0,0,1,195,280,1,80,194,280,1,80,0,0,0,0,0,0,0,0,1,0,0,0,243,313,51,166,247,92,157,192,10,25,20,19,26,2,27,0,15,23,147,191,10,109,232,125,200,114,214,12,0,299,0,0,281,31
"37.057.0673","Davidson","LEXINGTON 4",3338,3198,75,11,20,16,18,32,3306,78,15,0,0,15,16,2617,2522,54,9,13,12,7,25,2592,54,11,0,0,13,12,1897,1868,25,4,0,726,922,2,247,704,916,2,246,22,2,0,1,0,4,0,0,0,0,0,0,865,1032,178,604,906,209,403,496,20,65,54,66,67,1,73,3,23,79,473,571,20,386,644,391,607,385,587,34,567,473,13,528,483,28
"37.057.0674","Davidson","WARD 1",3776,1193,2238,9,51,215,70,399,3377,2257,13,9,6,167,204,2733,954,1563,8,33,133,42,258,2475,1568,11,8,2,110,131,1836,503,1328,4,1,1468,223,1,144,257,179,0,67,1208,43,1,76,2,1,0,1,1,0,0,0,703,1133,188,614,798,236,603,83,2,90,63,113,52,8,15,0,2,14,848,102,6,842,106,844,97,676,113,12,836,98,7,848,83,11
"37.057.0675","Davidson","WARD 2",2979,2041,567,14,41,231,85,516,2463,583,30,9,16,250,227,2193,1598,377,13,31,138,36,318,1875,377,21,5,7,164,136,1272,1008,257,7,0,707,406,0,159,492,374,0,142,211,30,0,16,4,2,0,1,0,0,0,0,512,760,137,433,527,175,325,206,11,58,42,55,55,3,20,3,6,16,340,195,8,313,211,328,189,309,212,10,339,187,12,347,177,13
"37.057.0676","Davidson","WARD 3",3567,2423,458,11,303,207,165,330,3237,490,34,5,2,98,189,2729,2013,303,11,184,134,84,211,2518,316,28,1,0,63,126,1608,1436,168,2,2,855,559,0,194,714,547,0,175,139,10,0,19,2,0,0,0,0,2,0,0,688,920,148,483,618,359,498,284,24,107,70,115,70,6,26,1,19,37,490,343,14,459,362,459,347,454,330,36,486,323,18,511,292,25
"37.057.0677","Davidson","WARD 4",2548,1793,479,14,65,159,38,208,2340,486,18,1,7,37,141,1964,1452,322,11,49,109,21,146,1818,322,15,1,3,26,102,1334,1111,220,2,1,747,398,1,188,563,383,1,164,181,15,0,24,2,0,0,0,1,0,0,0,530,804,122,426,535,251,456,248,17,91,69,89,94,3,19,2,14,39,431,217,7,396,243,386,228,418,214,13,427,198,11,464,164,17
"37.057.0678","Davidson","WARD 5",3432,1269,1733,21,38,341,30,550,2882,1730,24,2,17,170,337,2498,995,1229,15,16,225,18,349,2149,1222,16,2,14,97,223,1453,526,922,4,1,1094,210,1,148,273,158,0,95,819,51,1,51,1,1,0,2,1,0,0,0,543,910,159,560,542,192,378,68,3,28,24,30,24,6,6,1,3,2,470,74,6,463,79,451,83,459,75,10,459,75,9,464,74,7
"37.057.0679","Davidson","WARD 6",3028,2449,461,16,21,32,49,112,2916,470,35,15,1,72,32,2453,2045,338,11,15,18,26,73,2380,339,23,8,1,49,18,1761,1583,175,2,1,916,641,1,203,759,629,1,194,157,9,0,9,0,2,0,0,0,1,0,0,782,979,145,445,844,327,663,431,14,170,91,134,164,8,56,5,16,86,549,454,11,528,455,527,420,0,718,48,688,297,17,705,282,18
"37.057.0680","Davidson","LIBERTY",3866,3809,19,10,2,10,16,31,3835,20,21,0,0,20,10,2864,2819,17,9,2,6,11,18,2846,17,17,0,0,12,6,2187,2176,7,4,0,643,1280,2,262,635,1279,2,260,6,0,0,1,2,1,0,1,0,0,0,0,1041,1146,242,753,968,224,243,510,22,29,16,25,19,3,57,2,11,62,299,674,15,237,721,216,718,0,866,39,0,773,103,0,796,84
"37.057.0681","Davidson","MIDWAY",4858,4246,575,10,9,9,9,41,4817,573,16,0,4,26,8,3779,3298,454,9,7,6,5,30,3749,450,13,0,4,17,6,3032,2722,306,4,0,936,1710,3,383,661,1695,3,363,275,12,0,19,0,3,0,1,0,0,0,0,1396,1636,313,955,1450,314,555,1006,36,57,70,85,43,11,172,7,78,140,667,1159,27,553,1254,535,1220,518,1251,39,0,1423,0,0,1291,227
"37.057.0682","Davidson","NORTH DAVIDSON",3105,2952,113,7,8,11,14,13,3092,114,9,1,0,5,8,2319,2211,87,4,4,4,9,8,2311,87,6,0,0,5,3,1763,1681,81,1,0,561,978,1,223,486,975,1,219,75,2,0,4,0,1,0,0,0,0,0,0,701,1062,164,659,776,164,371,657,21,60,52,57,56,5,86,6,47,99,415,726,16,359,771,346,761,154,856,49,0,923,0,0,880,96
"37.057.0683","Davidson","REEDS YADKIN COLLEGE",3541,3355,112,14,15,18,27,46,3495,113,30,0,0,22,18,2739,2601,86,12,9,14,17,34,2705,86,25,0,0,15,14,1679,1620,56,3,0,621,853,2,203,571,850,2,197,48,2,0,6,2,1,0,0,0,0,0,0,648,1031,179,621,724,155,417,542,39,64,68,78,51,14,97,9,48,73,510,640,21,433,710,420,668,398,704,32,0,924,0,0,879,130
"37.057.0684","Davidson","REEDY CREEK",4659,4551,38,13,14,21,22,48,4611,38,21,0,1,26,17,3465,3388,29,12,9,16,11,34,3431,28,17,0,1,15,14,2169,2147,18,4,0,678,1148,2,341,660,1145,2,340,15,2,0,1,3,1,0,0,0,0,0,0,889,1280,209,948,873,139,371,720,23,59,35,63,34,9,82,2,46,84,410,858,26,322,942,321,906,309,894,40,0,1080,0,0,1039,108
"37.057.0685","Davidson","SILVER HILL",5917,5781,34,10,40,22,30,47,5870,36,24,4,0,24,22,4425,4336,27,9,26,11,16,28,4397,27,15,2,0,16,11,3022,2996,22,4,0,1252,1383,2,385,1237,1377,2,380,14,4,0,4,1,2,0,1,0,0,0,0,1281,1741,332,1098,1379,213,821,786,35,96,78,104,81,10,89,5,29,128,836,943,26,716,1032,727,987,0,1451,85,880,871,29,849,872,51
"37.057.0686","Davidson","SILVER VALLEY",2767,2743,3,6,3,2,10,10,2757,4,8,2,0,8,2,2086,2069,3,4,3,1,6,4,2082,4,6,0,0,3,1,1224,1215,6,3,0,350,696,1,177,346,692,1,176,4,2,0,0,0,2,0,1,0,0,0,0,468,756,146,464,516,98,205,395,12,18,15,27,8,2,38,2,6,36,233,484,8,191,512,173,513,0,623,22,0,570,58,0,591,44
"37.057.0687","Davidson","SOUTH DAVIDSON",1684,1667,2,3,1,7,4,7,1677,5,4,0,0,0,7,1311,1299,2,3,1,5,1,5,1306,2,4,0,0,0,5,786,782,1,3,0,231,438,0,117,229,436,0,117,1,0,0,0,1,2,0,0,0,0,0,0,285,501,75,258,375,78,184,250,9,35,19,39,18,2,42,2,22,55,209,364,11,175,389,159,397,0,483,35,0,443,77,0,503,30
"37.057.0688","Davidson","SOUTHMONT",3842,3597,198,23,10,4,10,42,3800,198,27,0,2,32,4,2951,2763,157,18,6,3,4,30,2921,155,21,0,2,24,3,2050,1944,101,5,0,922,821,1,306,828,815,1,300,93,4,0,4,1,2,0,2,0,0,0,0,785,1265,167,677,987,219,576,435,27,78,56,66,75,7,47,5,11,60,593,595,23,554,623,555,594,0,833,78,573,594,25,610,533,35
"37.057.0689","Davidson","THOMASVILLE 1",6366,5349,722,40,56,120,79,300,6066,735,61,6,4,149,118,4678,3994,498,26,43,78,39,198,4480,499,40,2,3,103,77,3342,2916,416,7,3,1132,1691,4,515,798,1657,4,457,333,29,0,54,1,4,0,2,0,1,0,2,1511,1831,349,1470,1155,368,556,645,20,76,54,66,70,13,123,6,21,93,792,960,27,691,1025,636,1043,623,1041,46,0,1167,158,0,1185,150
"37.057.0690","Davidson","THOMASVILLE 2",3198,1697,1219,16,9,197,60,355,2843,1234,23,3,12,140,183,2371,1378,829,13,9,118,24,231,2140,824,19,3,8,93,116,1832,1115,710,6,1,989,578,2,263,421,513,2,179,566,62,0,82,2,2,0,2,0,1,0,0,807,1025,211,638,761,222,419,228,16,47,45,67,33,4,29,4,6,43,495,269,17,485,279,488,256,451,247,22,426,252,26,0,305,47
"37.057.0691","Davidson","THOMASVILLE 3",3251,1195,1869,7,15,131,34,164,3087,1877,14,3,3,29,126,2396,951,1336,3,12,82,12,104,2292,1335,7,2,2,17,82,1875,640,1231,4,0,1265,363,0,247,226,293,0,121,1037,68,0,126,2,2,0,0,0,0,0,0,790,1085,228,688,758,201,640,138,1,30,52,89,32,7,17,1,3,34,796,160,6,786,168,785,161,737,177,13,750,171,6,0,219,26
"37.057.0692","Davidson","THOMASVILLE 4",3419,2767,358,21,28,191,54,273,3146,367,44,2,4,66,188,2528,2112,229,15,18,121,33,172,2356,229,32,1,3,37,121,2032,1833,191,7,1,802,912,2,316,638,899,2,294,161,11,0,19,3,1,0,3,0,1,0,0,869,1163,268,776,750,238,270,335,13,38,41,50,33,5,51,0,12,25,371,398,18,337,429,327,416,0,574,48,0,493,84,0,507,77
"37.057.0693","Davidson","THOMASVILLE 5",3648,2839,572,6,56,135,40,303,3345,578,17,0,1,166,126,2827,2301,378,6,38,84,20,189,2638,379,13,0,0,100,83,2030,1736,288,5,1,823,874,5,328,585,856,4,291,236,14,1,37,2,3,0,0,0,1,0,0,850,1180,235,718,753,324,347,369,19,49,44,69,37,4,61,1,16,41,394,492,17,472,507,461,500,0,691,37,0,592,96,0,617,79
"37.057.0694","Davidson","THOMASVILLE 7",2880,2703,75,14,14,52,22,82,2798,78,27,0,1,27,52,2248,2121,55,10,13,34,15,52,2196,55,20,0,1,15,34,1708,1658,48,2,0,569,950,2,187,528,946,2,182,41,3,0,4,0,1,0,1,0,0,0,0,756,952,193,562,787,166,335,547,21,70,22,54,45,1,75,6,18,53,393,593,11,330,644,309,635,0,825,39,303,659,17,0,765,69
"37.057.0695","Davidson","THOMASVILLE 8",2771,2717,15,6,4,12,17,27,2744,19,18,0,0,15,12,2180,2141,10,6,3,9,11,20,2160,10,16,0,0,11,9,2009,1990,11,7,1,590,1174,5,240,582,1169,5,234,7,2,0,2,1,3,0,3,0,0,0,1,921,1088,196,664,932,217,292,634,25,42,45,56,30,8,89,5,27,111,394,766,28,328,820,289,823,245,835,43,0,869,172,0,990,0
"37.057.0696","Davidson","THOMASVILLE 9",5715,5591,52,18,12,10,32,23,5692,53,33,0,1,10,7,4478,4399,33,15,8,5,18,13,4465,33,26,0,0,5,5,3275,3240,29,6,0,1017,1861,6,391,992,1857,6,385,22,4,0,3,3,0,0,3,0,0,0,0,1388,1887,287,1158,1310,520,477,843,31,76,58,91,50,7,114,1,22,91,547,1052,26,453,1119,437,1099,0,1374,68,0,1244,129,0,1263,104
"37.057.0697","Davidson","THOMASVILLE 10",3992,3866,75,6,10,16,19,28,3964,76,22,0,0,15,13,3025,2938,54,5,6,10,12,20,3005,55,14,0,0,10,10,2354,2308,40,5,1,768,1318,2,266,728,1313,1,266,39,1,0,0,0,4,1,0,1,0,0,0,1063,1291,235,755,1097,267,417,711,20,60,59,76,46,7,89,7,18,95,539,858,15,426,929,405,918,0,1215,44,0,1074,117,0,1099,90
"37.057.0698","Davidson","TYRO",4328,4134,111,22,12,19,30,35,4293,113,42,2,0,16,19,3184,3044,92,18,7,10,13,22,3162,92,27,0,0,12,10,2059,1977,78,4,0,761,971,1,326,686,968,1,322,72,3,0,3,3,0,0,1,0,0,0,0,826,1233,211,795,857,196,540,599,30,79,53,80,50,10,92,8,56,63,512,695,29,446,766,447,715,428,737,43,567,642,33,540,646,40
"37.057.0699","Davidson","WALLBURG",4435,4383,9,17,8,6,12,25,4410,7,25,0,3,17,4,3350,3317,6,10,7,3,7,15,3335,5,16,0,1,10,3,2865,2853,9,3,0,716,1773,2,374,707,1770,2,374,8,1,0,0,1,2,0,0,0,0,0,0,1244,1621,269,889,1418,289,375,1013,27,49,68,71,48,6,213,0,40,115,592,1161,24,451,1296,406,1296,359,1332,50,0,1375,213,0,1532,0
"37.057.0700","Davidson","WELCOME",3290,3189,17,4,43,11,26,39,3251,18,15,1,0,28,11,2546,2482,12,4,24,7,17,25,2521,12,11,1,0,18,7,1740,1729,5,5,1,613,892,4,231,606,888,4,231,4,1,0,0,3,2,0,0,0,1,0,0,685,1055,184,575,786,195,473,623,22,74,85,103,60,12,67,6,53,95,475,664,17,386,737,373,714,1,940,61,0,912,0,0,890,104
"37.057.0701","Davidson","WEST ARCADIA",4818,4565,173,16,7,22,35,66,4752,181,28,0,3,40,15,3581,3411,119,11,7,12,21,40,3541,122,21,0,2,26,9,3035,2933,101,1,0,897,1683,5,450,811,1682,5,435,86,1,0,14,0,0,0,1,0,0,0,0,1412,1623,269,1060,1479,227,426,825,35,57,44,68,32,12,120,2,40,105,631,1086,29,493,1203,506,1150,463,1170,52,0,1399,0,0,1319,148
"37.059.0702","Davie","Smith Grove",3243,3035,140,2,18,15,33,47,3196,146,6,4,5,22,10,2458,2321,105,2,12,8,10,30,2428,105,5,2,2,19,5,2004,1914,77,0,13,521,1209,0,274,448,1201,0,265,70,3,0,4,0,0,0,0,3,5,0,5,945,1059,136,645,1004,219,336,609,9,55,65,75,53,5,204,14,105,180,509,852,26,393,955,411,882,0,1139,62,0,1157,0,0,1077,118
"37.059.0703","Davie","South Mocksville",3054,2709,267,7,11,40,20,115,2939,275,11,1,4,69,39,2381,2124,210,4,9,25,9,79,2302,213,7,1,1,51,24,1613,1493,117,0,3,544,833,0,236,445,822,0,226,98,11,0,8,0,0,0,0,1,0,0,2,717,896,124,459,723,307,309,393,21,61,74,81,69,6,120,10,76,160,402,472,20,338,534,334,504,0,683,45,0,736,0,0,651,94
"37.059.0704","Davie","East Shady Grove",2183,2076,43,5,2,31,26,54,2129,47,15,0,0,15,31,1614,1537,30,3,1,24,19,36,1578,32,12,0,0,5,24,1284,1244,32,0,8,338,754,0,192,308,750,0,186,29,1,0,2,0,0,0,0,1,3,0,4,610,674,79,342,690,173,208,452,13,43,55,53,50,6,152,7,64,121,364,594,23,251,697,265,661,0,827,38,0,830,0,0,778,82
"37.059.0705","Davie","Fulton",1992,1841,133,4,1,7,6,27,1965,133,6,0,0,19,7,1528,1419,96,4,1,4,4,24,1504,96,6,0,0,19,4,1119,1048,71,0,0,392,605,0,122,327,603,0,118,65,2,0,4,0,0,0,0,0,0,0,0,529,590,90,287,532,210,211,302,12,51,60,62,48,7,122,3,61,66,327,434,7,262,473,277,430,0,591,36,0,613,0,0,569,58
"37.059.0706","Davie","Jerusalem",2523,2212,252,7,4,30,18,62,2461,256,12,0,7,27,28,1880,1664,185,5,2,18,6,37,1843,183,10,0,2,18,17,1185,1051,131,0,3,406,627,0,152,292,620,0,139,113,6,0,12,0,0,0,0,1,1,0,1,540,645,114,335,556,180,203,308,17,37,58,56,38,10,82,5,54,80,301,463,25,259,503,248,485,0,604,45,0,642,0,0,577,87
"37.059.0707","Davie","West Shady Grove",2145,2080,48,7,4,1,5,17,2128,49,8,2,0,15,1,1567,1526,33,4,2,0,2,14,1553,34,4,0,0,14,0,1146,1121,21,0,4,234,762,0,150,215,760,0,146,17,2,0,2,0,0,0,0,2,0,0,2,537,609,110,333,547,156,138,388,11,17,30,29,18,6,148,6,89,93,230,471,18,162,538,164,513,0,610,29,0,623,0,0,586,50
"37.059.0708","Davie","Cooleemee",3303,2921,279,7,9,40,47,94,3209,289,28,0,1,43,38,2454,2198,201,4,7,19,25,58,2396,202,17,0,1,30,19,1511,1371,136,0,4,506,799,0,206,394,789,0,188,111,9,0,16,0,0,0,0,1,1,0,2,714,797,106,455,626,324,273,326,23,46,64,73,41,11,94,6,48,74,360,411,26,311,471,304,427,0,560,44,0,611,0,0,527,95
"37.059.0709","Davie","Farmington",3026,2863,100,7,8,25,23,55,2971,102,14,2,0,24,25,2276,2157,81,4,6,18,10,32,2244,81,8,1,0,11,18,1739,1684,52,0,3,406,1120,0,213,363,1113,0,208,43,4,0,5,0,0,0,0,0,3,0,0,833,906,143,469,880,247,285,608,21,46,56,72,38,9,191,16,92,156,386,784,36,328,861,316,832,0,1014,48,0,1048,0,0,891,187
